petal width (cm),sepal length (cm),sepal width (cm),petal length (cm),variety,timestamp,event_id
4.8973225363427515,3.1181821258972393,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",73500cbc-db4b-4a74-8901-2731807557fe
4.697322536342752,2.6181821258972393,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",f8597e80-a0f7-45f2-8619-94f82cb10268
4.497322536342753,2.8181821258972395,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",3d9be595-d06f-4eb8-a1d7-6bc998546c75
4.3973225363427515,2.7181821258972394,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",b4a525ee-da6d-47e6-89ec-303e20ebaca9
4.797322536342752,3.2181821258972394,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",76774cca-fe39-475e-892e-71a8cf139e28
5.197322536342752,3.5181821258972445,1.8710178465554104,0.2332039774423002,setosa,"04/24/2024, 14:58:20",58fe626f-c097-4288-a7d7-c141ebb17d37
4.3973225363427515,3.018182125897239,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",81d2c085-4331-4f0e-8034-ed5fcb5d9ad2
4.797322536342752,3.018182125897239,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",5248260f-9da8-423b-8e6e-d2d94e9cf803
4.197322536342752,2.518182125897239,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",0df285af-33b6-4263-bd35-4704f3c556a9
4.697322536342752,2.7181821258972394,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",8d0fc7c5-9e1a-4316-adfd-97113d11aed4
5.197322536342752,3.3181821258972404,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",ef455026-1ef3-4ce3-949b-71b6ab53f6bb
4.597322536342753,3.018182125897239,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",8692667a-6d7b-4870-b40c-08fb4800250c
4.597322536342753,2.6181821258972393,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",30ffa30a-1ba3-475c-99f4-93b5ca17e173
4.097322536342751,2.6181821258972393,1.2710178465554107,0.2332039774423002,setosa,"04/24/2024, 14:58:20",ed8da517-4de7-4eba-b12c-348e4302e1d2
5.597322536342753,3.618182125897242,1.3710178465554106,0.2332039774423002,setosa,"04/24/2024, 14:58:20",bf0cc015-3625-4600-ab43-c1c2c1f61570
5.497322536342753,4.018182125897241,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",7f751d60-0332-44f7-b138-d6240fa8896b
5.197322536342752,3.5181821258972445,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",a7369aa4-7d12-4760-af2a-0665cab65cc8
4.8973225363427515,3.1181821258972393,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",05a3088c-7e00-4697-8f24-d6050fababbc
5.497322536342753,3.4181821258972427,1.8710178465554104,0.2332039774423002,setosa,"04/24/2024, 14:58:20",8747827d-eeae-42a2-80d4-4ba9be8f523c
4.8973225363427515,3.4181821258972427,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",eb88072c-274e-4fe0-995c-806cf261e43d
5.197322536342752,3.018182125897239,1.8710178465554104,0.2332039774423002,setosa,"04/24/2024, 14:58:20",94a3f0bc-70a4-41fd-b1e3-667c53eb8380
4.8973225363427515,3.3181821258972404,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",70f41a0c-5849-494a-92a2-75b56a0770a0
4.3973225363427515,3.2181821258972394,1.17101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",5525cc90-7d59-44a1-9f38-3dd0fb37081e
4.8973225363427515,2.918182125897239,1.8710178465554104,0.2332039774423002,setosa,"04/24/2024, 14:58:20",bd1c58e2-f084-40e8-be80-a35fb7652e0c
4.597322536342753,3.018182125897239,2.071017846555409,0.2332039774423002,setosa,"04/24/2024, 14:58:20",1c0eb642-a177-4e53-a580-4d52fd0a3c0a
4.797322536342752,2.6181821258972393,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",e8841bda-ab05-45b6-9197-ef0ea5cd7119
4.797322536342752,3.018182125897239,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",173170f6-f74d-4cb2-8b3c-7c1edd4cfd4c
4.997322536342753,3.1181821258972393,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",c7c72311-5e72-4e67-a141-2bc293c0e351
4.997322536342753,3.018182125897239,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",882e84eb-739d-4b10-8ebd-df93fbe0b11f
4.497322536342753,2.8181821258972395,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",18013735-355a-4170-8936-11841623fdb0
4.597322536342753,2.7181821258972394,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",b8fd52e0-7435-4a9f-8abd-53841cc1c83d
5.197322536342752,3.018182125897239,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",65205f1d-61a3-459e-89d1-a823a053e572
4.997322536342753,3.7181821258972403,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",8e946cfc-0498-4e79-9e57-bd32d33269d2
5.297322536342752,3.8181821258972417,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",f1f1aa15-944f-4849-85bb-aa976d18d6c9
4.697322536342752,2.7181821258972394,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",d5829acb-fe6c-4f76-9c27-13f42cd78188
4.797322536342752,2.8181821258972395,1.3710178465554106,0.2332039774423002,setosa,"04/24/2024, 14:58:20",a8d7a5ed-f1d2-4c60-a4ef-05f04724cd2a
5.297322536342752,3.1181821258972393,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",f8058cd5-2696-4cac-ad0c-6e7164c13d00
4.697322536342752,3.2181821258972394,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",6b362c2b-e3b3-4e20-b584-0b4c160ba355
4.197322536342752,2.6181821258972393,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",c7fb058d-e668-4fe7-bf38-84fa17df68a2
4.8973225363427515,3.018182125897239,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",eb8ac6c4-85bc-4ec3-b178-81991d3f6653
4.797322536342752,3.1181821258972393,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",c8c633c3-c31e-4d62-a770-9d14edbbc578
4.297322536342752,1.9181821258972398,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",4bbc430c-c667-4994-9487-a1e0383d58c3
4.197322536342752,2.8181821258972395,1.4710178465554105,0.2332039774423002,setosa,"04/24/2024, 14:58:20",3658a91d-065a-47d7-9521-cf3c0a57de5f
4.797322536342752,3.1181821258972393,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",0315699e-15be-4901-b779-041543b7069b
4.8973225363427515,3.4181821258972427,2.071017846555409,0.2332039774423002,setosa,"04/24/2024, 14:58:20",6e0fb48c-fd57-4a3e-a493-579dca09c0d7
4.597322536342753,2.6181821258972393,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",1f1dc69e-0a32-48bc-abd9-fc0090c5e3d8
4.8973225363427515,3.4181821258972427,1.7710178465554103,0.2332039774423002,setosa,"04/24/2024, 14:58:20",2f8c5717-6b09-4f3f-a1df-39a9a48f68dc
4.3973225363427515,2.8181821258972395,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",912dd4b3-e06a-4803-a48a-dd18382dfcc1
5.097322536342753,3.3181821258972404,1.6710178465554102,0.2332039774423002,setosa,"04/24/2024, 14:58:20",0b01a7f4-0689-4ad6-a77d-81816f89a8fa
4.797322536342752,2.918182125897239,1.57101784655541,0.2332039774423002,setosa,"04/24/2024, 14:58:20",65f11740-55e9-4efb-a58b-e1037dda0ac5
6.797322536342752,2.8181821258972395,4.871017846555407,0.7778136029572363,versicolor,"04/24/2024, 14:58:20",a1f30d1e-83c8-4f1b-a759-540ee5775f44
6.197322536342752,2.8181821258972395,4.671017846555407,0.8778136029572364,versicolor,"04/24/2024, 14:58:20",75b7e1f1-354e-438f-9533-0514393bd7b4
6.697322536342752,2.7181821258972394,5.071017846555407,0.8778136029572364,virginica,"04/24/2024, 14:58:20",37a23b63-e793-453a-aced-e704f08ef678
5.297322536342752,1.9181821258972398,4.171017846555406,0.6778136029572367,versicolor,"04/24/2024, 14:58:20",b8c1f012-9726-4480-818a-76c36d381a81
6.297322536342752,2.418182125897239,4.771017846555407,0.8778136029572364,versicolor,"04/24/2024, 14:58:20",b09f361c-aa32-481a-aa58-8630a06662f5
5.497322536342753,2.418182125897239,4.671017846555407,0.6778136029572367,versicolor,"04/24/2024, 14:58:20",7824cec1-ab75-4a25-9291-a67980a41aef
6.097322536342753,2.918182125897239,4.871017846555407,0.9778136029572367,versicolor,"04/24/2024, 14:58:20",557aab14-97d6-44b0-b706-96ba98a0feed
4.697322536342752,2.0181821258972397,3.471017846555408,0.3778136029572362,versicolor,"04/24/2024, 14:58:20",c0637643-04b7-4039-9e51-141134bd35d3
6.3973225363427515,2.518182125897239,4.771017846555407,0.6778136029572367,versicolor,"04/24/2024, 14:58:20",c4028da0-e23c-4117-8600-848a37232ee0
4.997322536342753,2.3181821258972395,4.071017846555406,0.7778136029572363,versicolor,"04/24/2024, 14:58:20",ea989742-2200-4147-8f80-70fd2eb80828
4.797322536342752,1.6181821258972409,3.671017846555408,0.3778136029572362,versicolor,"04/24/2024, 14:58:20",c133c4b3-4307-405f-b155-6cd25fdad6d9
5.697322536342752,2.6181821258972393,4.371017846555407,0.8778136029572364,versicolor,"04/24/2024, 14:58:20",5dc70728-2bb1-4e9b-a705-48f5f92e2459
