event_id,iris_ground_truth
be236532-24d4-4c38-b3c2-2cb5bc8e8ef6,virginica
8375631a-7f89-4f6f-8e01-b880464ba46b,versicolor
f5b8ed3f-d52d-427e-9797-ebc7605f3ecc,setosa
98751350-0a1d-4d12-bc56-4015962f2375,setosa
30560aed-fe09-4ee9-8623-d23b16f5b42e,setosa
3d73acaf-e698-471a-a972-cb801ae5b544,setosa
9bfc927f-dddf-40cd-9d0e-e7a6427f8f7f,setosa
a5a8fc61-fdd5-4863-8c08-ab4630ca36ca,setosa
90e7577c-f3ef-4857-b78e-8720c2b0aab1,setosa
f63bd4de-61c4-476f-98ae-4755601e2155,setosa
7396650d-13f1-48a7-acf9-9fedf04a5a4b,setosa
bac6d3af-de51-4249-958b-0b892b96a6bb,setosa
617291f6-8706-4aba-aae0-95fa9d8eb1f7,setosa
1d74fb3e-b24d-4fef-b519-098be8f268f6,setosa
a873860f-1521-4b9d-ba04-9da84efed0d2,setosa
1d6512b4-945c-4c51-989b-e0eaaa71535b,setosa
5123d80b-233a-40c5-aae9-b3a43d210e37,setosa
3093f544-225f-4afc-aea8-691c411d5b88,setosa
8a3b178f-d8bd-47cf-bccb-f2150fe44285,setosa
75789523-7198-45e1-a89e-63ba9758f484,setosa
bfed4652-2935-4e2d-9152-e6d75b738612,setosa
c8deecf4-69fb-4c56-ac21-934eb137093d,setosa
e5a2c617-66eb-45a7-8ede-5dc5ad038617,setosa
9bb12a08-8c30-4c97-ac3d-564941f3cc78,setosa
61a42151-6281-4b4e-b131-6fda05b7e5c8,setosa
1149565e-7937-4c9c-a65c-b56bdcbd979e,setosa
c07c8463-a793-4e81-ad35-cfd965098e47,setosa
ed7a1a2c-e0e9-4d28-ad44-32cc73940f38,setosa
0a575634-c478-4e3b-8760-4120d0886fe1,setosa
8e4fd7c5-fec4-4739-ab78-cb097977c06b,setosa
e38c0e27-6ad9-4fb9-a28d-c85088c54fe3,setosa
4bc680c0-64d8-4325-9cc4-d3f501542083,setosa
d49e8d32-eac3-4681-8526-c62efd3941a8,setosa
a9edb8ab-0348-4fc8-95ee-30b3f9a0ee68,setosa
e59104fd-5aa4-4ea8-8bcf-3e886e3becfb,setosa
0e9250ed-c0a8-4890-bf22-e32f9f8f8ff9,setosa
01254767-8ba1-4f9f-8ab9-b52e3bb5707e,setosa
b55e5128-bfdc-4ee1-87a1-c1d6c24e9bbc,setosa
66df5ff0-5504-4642-87fa-0320d470f404,setosa
f6cf4830-a23d-400c-b0fe-74465c78a333,setosa
0c85eab1-4995-4dad-94e1-877e6e62b588,setosa
38909d46-9731-419a-8808-1c39f6a4ef2a,setosa
91ea6330-082b-4e76-9124-00bbe0f99a0a,setosa
a8001448-20e3-44f7-b218-044218c43fd2,setosa
fa03be19-e718-4d8f-9089-0df1ab4533c5,setosa
3fae8e65-61f9-4dd5-b195-1c860e4abf42,setosa
31bc3b09-eff8-45d0-8627-c0b357faaaa5,setosa
41fd341f-22f3-48cb-af9a-d87adefd33c9,setosa
1d4e567c-c9e9-4abe-8a20-4d67a00e0147,setosa
fc00fbcc-5734-4210-aa2b-55735a73fcb8,setosa
1a5b2ef8-3736-4be4-96b2-e64ee884e791,versicolor
a8a951bd-25c3-4252-864b-b667a91cbb1c,versicolor
bb9e05ab-6571-4298-b86f-605624723a0e,versicolor
ba9022c4-c1c4-4517-8bb0-0f62e2da895f,versicolor
70bba492-51a3-4c45-ada0-31afe3739ccc,versicolor
4d05d933-6d10-4329-8b6f-07becd9bf5c3,versicolor
8da21bee-dbfd-4add-b2b5-2794cb6d3f58,versicolor
a20e2d0c-5377-4cb0-8899-1815f10521ae,versicolor
1d3431b3-40c9-4abc-b364-d6ba68c7225e,versicolor
a3603b37-6c5c-4868-bb96-27ce1af90f61,versicolor
6b1c3145-000b-4c6a-b99a-3f62d4b7485a,versicolor
5edeb1c8-b2c1-424e-8b34-40718a73daf1,versicolor
5adf63b1-8407-4d82-b128-6ad932870bf9,versicolor
ddfb106c-133e-4495-b274-463a0b50a589,versicolor
f05cdab8-c48c-4434-a146-804ab8a4bca2,versicolor
c426c997-01fa-44dc-bc6a-83b1cade7a26,versicolor
4318ba25-2c1c-48db-81b9-080710d73748,versicolor
